district,latitude,longitude,rainfall_mm,soil_moisture_pct,slope_angle_deg,historical_landslides,risk_label
Aizawl,23.733616817042957,92.74176695635147,104.5,51.2,35.6,4,Moderate
Aizawl,23.749158554654855,92.75630640673197,260.4,57.3,43.6,6,High
Aizawl,23.71934600167183,92.70932768668742,302.9,70.7,45.6,1,High
Aizawl,23.712546552902875,92.71778930388045,80.9,48.9,42.3,3,Low
Aizawl,23.769173462061236,92.72952794138236,132.1,55.2,41.3,2,Moderate
Aizawl,23.73348320580184,92.72022041524158,80.1,73.9,39.3,2,Moderate
Aizawl,23.706888035601423,92.70729563212385,91.6,51.9,49.2,3,Moderate
Aizawl,23.739514951105587,92.73840377129586,325.8,72.0,28.8,1,High
Aizawl,23.696554086191444,92.68355731200052,31.1,95.7,38.5,6,Moderate
Aizawl,23.711188858641183,92.72608787875723,72.6,76.9,53.7,3,Moderate
Aizawl,23.71546435933216,92.69412240071182,282.6,37.4,41.3,2,High
Aizawl,23.699161318170642,92.72437396737679,102.5,88.8,49.1,3,Moderate
Aizawl,23.716470908972816,92.68624281149269,270.4,56.5,47.0,5,High
Aizawl,23.739910858701496,92.72006156403313,155.2,94.1,40.0,2,Moderate
Aizawl,23.745824180191597,92.7212962060498,109.8,48.4,46.8,3,Moderate
Aizawl,23.714512958006267,92.70261568765822,278.2,68.7,42.6,2,High
Aizawl,23.728525074998217,92.69172984749592,175.4,42.0,55.4,1,Moderate
Aizawl,23.773172775042095,92.68801111553721,66.3,53.0,50.7,2,Moderate
Aizawl,23.72156728261677,92.72661782750426,279.2,77.8,45.2,1,High
Aizawl,23.73829400944823,92.72135077568828,81.1,59.6,56.4,4,Moderate
Aizawl,23.71335546938172,92.68201141102297,239.7,55.6,32.1,4,Moderate
Aizawl,23.696936242912923,92.69446043049716,284.3,73.2,27.7,4,High
Aizawl,23.733729705240435,92.72043531717922,117.9,55.3,33.5,6,Moderate
Aizawl,23.734566971194226,92.72384756420934,42.4,78.8,41.3,1,Moderate
Aizawl,23.72580622789935,92.71905748196032,268.5,48.9,46.5,4,High
Aizawl,23.728922017332124,92.75373069342919,126.9,62.2,37.2,3,Moderate
Aizawl,23.73432831047544,92.72976457790615,56.5,91.5,44.3,4,Moderate
Aizawl,23.71660865972466,92.74464405357735,100.6,52.9,48.5,3,Moderate
Aizawl,23.731396530122332,92.7063643501034,163.9,64.5,29.1,5,Moderate
Aizawl,23.728786476544844,92.75062473157375,25.8,85.0,35.0,4,Moderate
Aizawl,23.719688344751983,92.6906390577612,224.1,43.9,46.3,1,Moderate
Aizawl,23.7024300483211,92.68780725157129,65.1,70.3,41.2,3,Moderate
Aizawl,23.732647169239293,92.71715442041634,312.5,73.7,50.0,5,High
Aizawl,23.740394054906663,92.70654158325266,152.5,63.9,42.0,4,Moderate
Aizawl,23.73180776521096,92.69108412457292,239.3,58.0,31.5,1,Moderate
Aizawl,23.705973440013885,92.69642992558009,68.6,44.0,23.4,2,Low
Aizawl,23.73072125485542,92.74366556074632,53.2,58.1,42.5,1,Moderate
Aizawl,23.710055967373567,92.68834467385778,183.1,59.1,52.6,5,High
Aizawl,23.709970035251818,92.71955340753497,229.3,37.2,32.9,5,Moderate
Aizawl,23.73824608587561,92.71491709647468,36.7,42.5,38.9,1,Low
Aizawl,23.7507378218592,92.72721816185498,161.5,57.4,39.6,3,Moderate
Aizawl,23.721537615393775,92.71085623724419,102.1,57.7,28.8,3,Moderate
Aizawl,23.716606751858663,92.72747309695286,61.0,51.7,52.9,3,Moderate
Aizawl,23.715016647933684,92.68993074976343,285.3,50.7,31.1,1,High
Aizawl,23.73349049341566,92.75067234536985,76.7,60.8,39.9,1,Moderate
Aizawl,23.746100316573393,92.72246009444109,133.5,76.0,36.2,4,Moderate
Aizawl,23.729960975397578,92.73459223977032,26.5,61.6,38.9,4,Moderate
Aizawl,23.72461145353787,92.7062194527545,196.6,71.0,49.2,7,High
Aizawl,23.74728943577192,92.70070117122813,75.5,87.3,50.6,3,Moderate
Aizawl,23.724168829286167,92.73265364630572,111.7,63.0,44.4,4,Moderate
Aizawl,23.711648625024875,92.72518306237453,40.0,49.8,41.4,7,Moderate
Aizawl,23.73566372495621,92.71200013396252,274.5,78.0,39.3,2,High
Aizawl,23.722309961559564,92.7399366755106,36.1,67.8,54.7,2,Moderate
Aizawl,23.73436231255489,92.72382219982286,138.2,71.1,39.3,4,Moderate
Aizawl,23.757260951828382,92.71261271796749,16.1,50.2,42.8,7,Moderate
Aizawl,23.71058031643947,92.70239418104873,535.1,66.9,23.3,2,Severe
Aizawl,23.720694043909266,92.75046756311609,404.2,40.3,46.0,5,High
Aizawl,23.71490198474256,92.74910778948113,156.7,92.7,43.0,3,Moderate
Aizawl,23.72284842744023,92.70718272669698,122.7,52.2,41.6,0,Moderate
Aizawl,23.72190399718465,92.74957076224193,24.9,90.0,28.6,3,Moderate
Aizawl,23.72649194466939,92.73613733771505,211.1,55.3,57.2,3,High
Aizawl,23.694442443230194,92.72230635922878,463.6,75.2,36.7,2,Severe
Aizawl,23.714442394502303,92.72138656614585,76.5,51.8,41.7,7,Moderate
Aizawl,23.6869508627851,92.70983306123398,149.8,53.0,35.4,4,Moderate
Aizawl,23.716999662992652,92.71919009464736,93.8,59.1,51.8,1,Moderate
Aizawl,23.75551008574542,92.71533038708236,126.2,74.3,40.6,3,Moderate
Aizawl,23.71152325914359,92.74462145784827,141.8,76.2,46.2,4,Moderate
Aizawl,23.71155257030308,92.74877578368994,222.7,78.5,36.1,4,High
Aizawl,23.725132140344975,92.69443428007268,26.6,53.9,46.0,1,Low
Aizawl,23.760224165041144,92.71273877602239,21.7,75.5,41.7,3,Moderate
Aizawl,23.733333057120095,92.6872217834982,120.2,60.6,40.8,6,Moderate
Aizawl,23.728783364603714,92.71785657287087,4.0,54.8,39.7,4,Low
Aizawl,23.712860535454823,92.68674393563515,170.4,77.8,39.2,2,High
Aizawl,23.746613566908763,92.69815695203594,105.7,69.5,38.6,3,Moderate
Aizawl,23.732371016239096,92.74328191587897,236.4,58.3,42.9,3,High
Aizawl,23.70529583186401,92.69788920798558,6.3,74.7,38.0,6,Moderate
Aizawl,23.704578920781778,92.71247318643256,50.5,54.5,41.2,2,Low
Aizawl,23.738266728464236,92.75473294873125,76.6,62.1,43.4,2,Moderate
Aizawl,23.737498042790577,92.75497635681089,80.6,87.9,58.2,4,Moderate
Aizawl,23.720153954220844,92.74666550952085,163.4,79.4,35.1,2,High
Aizawl,23.771024462843055,92.72745972917029,112.9,76.9,35.6,2,Moderate
Aizawl,23.709056191190555,92.70998007188133,114.7,76.7,41.6,3,Moderate
Aizawl,23.71662537394457,92.69042851969485,178.3,73.1,37.7,5,Moderate
Aizawl,23.7465620312203,92.70201814521248,45.0,51.9,35.3,4,Moderate
Aizawl,23.751201913069,92.70875154021513,139.9,65.7,34.7,3,Moderate
Aizawl,23.71350533544799,92.75059567372482,91.0,78.5,27.8,2,Moderate
Aizawl,23.709243408053638,92.74825866741071,64.8,48.3,27.2,4,Low
Aizawl,23.708777169668373,92.73853349654563,123.1,59.1,48.0,2,Moderate
Aizawl,23.731088479719734,92.7270607656432,205.4,56.9,47.2,5,High
Aizawl,23.72544278654928,92.71794910930505,69.4,61.6,25.9,5,Low
Aizawl,23.738735579194376,92.70939747509631,33.4,61.0,26.6,4,Moderate
Aizawl,23.731565416718404,92.68275556614729,148.4,67.3,49.6,3,Moderate
Aizawl,23.767941393058557,92.72350559881242,76.1,68.8,33.8,2,Low
Aizawl,23.714763382457555,92.72911808873864,61.3,69.1,48.9,1,Moderate
Aizawl,23.751541305483922,92.72401753022369,106.6,70.2,46.6,2,Moderate
Aizawl,23.73407190239722,92.71509651143234,105.3,77.0,47.5,5,Moderate
Aizawl,23.677138779650143,92.72160919262828,217.2,77.0,36.3,2,Moderate
Aizawl,23.746017392873682,92.69958819294928,186.0,55.0,40.3,4,High
Aizawl,23.73768612423581,92.7082739204511,42.5,60.1,40.9,5,Moderate
Aizawl,23.750678967984733,92.72953517292603,27.2,59.9,44.0,2,Moderate
Aizawl,23.733031538770607,92.74295303022376,13.1,69.8,52.0,1,Moderate
Aizawl,23.75507182009252,92.74874753634808,148.9,77.1,26.3,1,Moderate
Aizawl,23.735453615044786,92.71974888748682,175.2,57.0,30.7,1,Moderate
Aizawl,23.73609800458819,92.73557235679198,159.7,86.4,49.9,3,High
Aizawl,23.726865529935814,92.70838335320407,32.5,49.7,42.3,2,Moderate
Aizawl,23.709440692031066,92.7469374658031,88.5,74.6,40.0,2,Moderate
Aizawl,23.735359978242755,92.71331864604545,177.4,38.0,30.4,3,Moderate
Itanagar,27.072586508762303,93.59383320321568,154.4,66.0,32.8,5,Moderate
Itanagar,27.09523291375701,93.63223286862869,93.4,60.4,31.4,2,Moderate
Itanagar,27.082189288059844,93.62965396288382,35.8,76.7,47.9,2,Moderate
Itanagar,27.086139404351506,93.63577050624458,141.2,68.5,31.7,6,Moderate
Itanagar,27.07964529845923,93.6099574261548,31.6,40.6,34.0,6,Low
Itanagar,27.055877552624775,93.61086597958256,194.7,73.0,31.0,0,High
Itanagar,27.093085921519904,93.5915732630613,91.2,49.7,52.5,2,Moderate
Itanagar,27.07841636455145,93.62147838538786,55.8,79.9,38.9,3,Moderate
Itanagar,27.08095711452583,93.61981056746076,71.4,59.5,33.4,3,Moderate
Itanagar,27.088324818813334,93.61621573427065,129.5,60.2,48.3,3,Moderate
Itanagar,27.077496705891004,93.61508509070153,285.4,61.2,42.1,5,High
Itanagar,27.060975676532454,93.65077882077354,190.3,52.4,28.7,5,Moderate
Itanagar,27.09719806801967,93.57898228515347,96.3,62.6,35.1,4,Moderate
Itanagar,27.05510606252612,93.63159629289689,91.1,76.9,41.8,2,Moderate
Itanagar,27.05206573250104,93.6007123533629,116.0,64.6,45.3,5,Moderate
Itanagar,27.089321672306326,93.5892543994572,95.6,70.0,56.5,2,Moderate
Itanagar,27.097446123032203,93.57267329779165,308.4,59.1,36.2,4,High
Itanagar,27.06091851736782,93.58952656137697,165.7,49.8,46.2,3,Moderate
Itanagar,27.05897177635652,93.5803541470994,218.0,76.1,32.4,2,Moderate
Itanagar,27.05447970885701,93.62448881064167,92.1,65.8,42.8,0,Moderate
Itanagar,27.07223298470641,93.61715060614635,275.6,55.0,43.4,5,High
Itanagar,27.09885653789971,93.60753598316407,157.7,66.8,39.8,2,Moderate
Itanagar,27.085097337655583,93.64523700437378,233.4,68.7,22.5,1,High
Itanagar,27.088267055591967,93.59227794205972,108.9,81.6,30.4,4,Moderate
Itanagar,27.12437743471879,93.64585479386297,200.8,55.0,38.8,2,Moderate
Itanagar,27.054454847096427,93.63091879153333,102.4,52.6,36.9,3,Moderate
Itanagar,27.06073887630531,93.60024473489807,66.3,71.2,45.0,4,Moderate
Itanagar,27.062494589623142,93.54176592373608,236.6,72.1,49.6,6,High
Itanagar,27.079087908794275,93.59730243522664,143.7,66.0,37.9,4,Moderate
Itanagar,27.094123695831236,93.56631256489355,106.6,65.7,23.6,0,Moderate
Itanagar,27.069619426839534,93.61834660676354,12.2,71.4,38.0,2,Moderate
Itanagar,27.077297566890188,93.61359648964071,299.0,57.5,27.6,1,High
Itanagar,27.067486537910117,93.60501802068187,88.4,72.9,43.8,1,Moderate
Itanagar,27.08541072685586,93.63509605263143,111.1,65.4,25.1,5,Moderate
Itanagar,27.098111794925966,93.6024670282798,57.7,56.9,49.6,1,Moderate
Itanagar,27.095020521897883,93.60827753607835,257.0,68.9,32.3,4,High
Itanagar,27.07065971800601,93.57828888071315,259.3,90.6,33.3,2,High
Itanagar,27.072239877141254,93.58501040546585,109.9,42.3,34.5,4,Moderate
Itanagar,27.093302085096653,93.58932158688162,32.6,67.7,43.4,1,Moderate
Itanagar,27.08842029961417,93.59684571080615,263.1,69.8,31.9,2,High
Itanagar,27.06311559986365,93.60510310382699,198.4,60.4,32.2,1,Moderate
Itanagar,27.097290369832905,93.62386491382689,20.9,49.1,35.3,2,Low
Itanagar,27.10565314581575,93.5977873266847,77.3,48.7,31.6,6,Moderate
Itanagar,27.075429143269442,93.61007109907547,286.3,78.0,39.5,4,High
Itanagar,27.084462954538125,93.62989980736877,34.6,60.8,38.3,4,Moderate
Itanagar,27.089204116878925,93.63036265649536,229.9,45.7,56.4,4,High
Itanagar,27.09486079265927,93.60273946264033,203.6,74.1,47.2,3,High
Itanagar,27.07332062902845,93.63147433357844,205.0,57.8,33.5,4,Moderate
Itanagar,27.09013548224765,93.60235589442628,11.7,51.1,49.8,3,Moderate
Itanagar,27.066850905199935,93.55720900948299,175.5,82.1,39.4,3,Moderate
Itanagar,27.048487136547397,93.59869819616597,147.3,83.9,45.2,1,Moderate
Itanagar,27.085542356811022,93.61099650557247,196.2,47.2,36.3,1,Moderate
Itanagar,27.052520725403532,93.60109356008992,73.3,62.8,21.9,2,Moderate
Itanagar,27.089049732368387,93.62332993066285,5.5,42.4,30.5,6,Low
Itanagar,27.114560245475793,93.59489122029215,79.2,62.9,56.2,4,Moderate
Itanagar,27.07788539089499,93.62011090731748,115.3,40.9,47.7,4,Moderate
Itanagar,27.0992730355108,93.60120246672271,128.8,38.7,37.6,3,Moderate
Itanagar,27.096590520904172,93.57419252532317,119.5,81.8,33.2,2,Moderate
Itanagar,27.0860893357278,93.5839149101249,135.8,63.7,51.1,2,Moderate
Itanagar,27.056560832380963,93.63938204156118,226.2,90.4,32.9,6,High
Itanagar,27.06906271923991,93.60666144538497,106.6,58.3,41.3,2,Moderate
Itanagar,27.074787041170232,93.65608763245565,236.5,68.5,39.0,2,High
Itanagar,27.07924759028978,93.60390733093399,113.1,45.6,28.9,4,Low
Itanagar,27.087391959150374,93.60725654349416,190.7,54.3,38.3,0,Moderate
Itanagar,27.070552984515324,93.59211921450223,160.7,72.6,42.9,6,High
Itanagar,27.08191428445675,93.60107231540364,72.1,68.9,35.4,4,Moderate
Itanagar,27.08714704958814,93.6636634711012,198.0,66.4,29.0,4,Moderate
Itanagar,27.100292007658904,93.62477244498855,100.8,48.9,59.2,0,Moderate
Itanagar,27.095393663725805,93.64132860198534,76.8,60.7,30.8,2,Moderate
Itanagar,27.07702121121937,93.60957617587881,34.1,40.3,42.4,4,Moderate
Itanagar,27.07778450207954,93.595096783727,51.8,83.3,36.9,4,Moderate
Itanagar,27.086543398305192,93.5837297451727,130.7,71.7,25.1,2,Moderate
Itanagar,27.090219294602747,93.5951598268146,101.5,67.3,32.6,0,Moderate
Itanagar,27.096404259314884,93.62445864110431,76.1,48.1,34.2,4,Moderate
Itanagar,27.116029274469664,93.59910680375629,368.1,68.6,41.9,5,High
Itanagar,27.076381696129115,93.6216153032998,114.3,80.0,34.0,4,Moderate
Itanagar,27.051859901582663,93.6457518046114,73.9,54.4,32.2,1,Low
Itanagar,27.106242135679647,93.59434189391587,270.4,53.2,32.6,2,High
Itanagar,27.096596581553268,93.56370733435506,32.8,71.2,55.7,3,Moderate
Itanagar,27.070661271641114,93.63315309776569,189.2,49.5,51.7,4,High
Itanagar,27.101557976505827,93.61637139062135,85.2,40.1,39.4,3,Moderate
Itanagar,27.078951799667927,93.62997448556672,94.9,75.5,26.7,2,Moderate
Itanagar,27.097490115054462,93.60716317559836,58.0,64.8,37.3,3,Moderate
Itanagar,27.09391176871857,93.57036208617309,133.2,50.9,40.3,3,Moderate
Itanagar,27.078458855842545,93.59928255909217,74.4,59.4,48.6,3,Moderate
Itanagar,27.050361955399634,93.59407324007115,220.0,54.5,36.0,3,High
Itanagar,27.08775140211602,93.62854519195011,89.4,82.6,37.5,4,Moderate
Itanagar,27.07060168043942,93.6061354731473,74.4,73.2,36.0,3,Moderate
Itanagar,27.062475593502626,93.60394257236601,96.6,58.6,49.7,3,Moderate
Itanagar,27.097593995398615,93.58383642981049,160.2,71.4,42.3,3,Moderate
Itanagar,27.057785897373382,93.56174064535611,190.4,60.7,45.5,3,Moderate
Itanagar,27.085645197126585,93.58905069632635,64.2,64.4,47.5,3,Moderate
Itanagar,27.053769293695126,93.62830534791796,55.1,43.6,43.0,1,Moderate
Itanagar,27.076750952046613,93.56578073400216,99.1,75.9,43.4,2,Moderate
Itanagar,27.068975994009012,93.56982060767776,72.3,48.4,14.2,6,Moderate
Itanagar,27.09277145771982,93.61249071887036,65.0,55.1,28.2,1,Moderate
Itanagar,27.081641774965767,93.64528479392666,75.3,54.1,31.1,3,Moderate
Itanagar,27.080330777178393,93.60456820051314,253.0,83.0,29.9,3,High
Itanagar,27.09203468337925,93.59783263149994,187.0,62.4,51.4,4,High
Itanagar,27.10637966714884,93.6444967450949,77.1,31.1,28.4,0,Low
Itanagar,27.10483245968146,93.59772480326794,162.3,63.0,43.5,4,Moderate
Itanagar,27.0856381620806,93.61121121203574,424.2,55.0,39.9,5,Severe
Itanagar,27.08156484891945,93.6080112683283,144.8,49.9,18.5,1,Moderate
Itanagar,27.076047880644563,93.59159498904926,195.7,59.5,44.1,1,Moderate
Itanagar,27.08466086748754,93.60171497949287,265.9,53.5,33.5,3,High
Itanagar,27.086773581681353,93.61411039212761,107.0,66.5,51.7,5,Moderate
Itanagar,27.093779561562968,93.59546086190261,51.8,82.8,52.1,3,High
Itanagar,27.055381442177776,93.6068115274534,282.5,79.9,32.8,0,High
Itanagar,27.098201473526732,93.62705420852316,239.4,40.4,13.8,2,Moderate
Itanagar,27.04525322821732,93.59193713903345,191.0,57.4,39.5,2,Moderate
Itanagar,27.07972589976583,93.57489467838211,135.0,66.1,28.6,5,High
Itanagar,27.078866564565615,93.60756788783934,225.0,53.5,41.8,3,High
Itanagar,27.08515393146248,93.61849062939179,163.3,68.3,36.1,4,High
Itanagar,27.060723147178965,93.60360281910022,360.2,63.6,30.4,3,High
Itanagar,27.101696488769818,93.60832806095904,133.1,51.2,42.6,5,Moderate
Itanagar,27.07320907429421,93.54863939419714,145.8,58.9,27.1,2,Moderate
Itanagar,27.106964795665377,93.5877831518701,287.6,81.7,43.3,4,High
Itanagar,27.054829061260023,93.5955473315809,57.9,59.2,45.7,2,Moderate
Itanagar,27.013622845498602,93.6143217642501,29.1,53.8,44.6,5,Moderate
Itanagar,27.08535650639569,93.5940160764028,79.4,66.8,34.8,3,Moderate
Itanagar,27.085010729899906,93.6288851866922,27.0,60.0,50.1,1,Low
Itanagar,27.080056823857262,93.60646740581636,407.4,57.7,32.8,5,Severe
Itanagar,27.089744639016974,93.60787257381308,70.2,90.7,34.3,5,Moderate
Itanagar,27.118843101956163,93.58995865089199,88.1,67.2,35.3,5,Moderate
Itanagar,27.080591076281415,93.59381834845826,70.2,58.7,19.5,4,Moderate
Itanagar,27.09485020140421,93.66709779215373,93.1,78.0,54.3,1,Moderate
Itanagar,27.080213667667568,93.58724622812356,143.9,57.9,40.4,2,Moderate
Itanagar,27.070873336971115,93.56720128445164,150.1,69.3,36.1,0,Moderate
Itanagar,27.08806893152436,93.59380407164791,141.5,63.8,36.2,4,Moderate
Itanagar,27.05890961785385,93.61887485203438,69.3,66.2,28.3,4,Moderate
Itanagar,27.08718995592295,93.59960326124515,121.4,61.2,54.3,3,Moderate
Itanagar,27.087134932947983,93.55921576128112,107.3,47.4,40.1,6,Moderate
Itanagar,27.089599159872872,93.60636424394207,87.0,47.0,41.4,3,Moderate
Itanagar,27.108338218975227,93.59336210430536,57.1,52.7,40.2,3,Low
Itanagar,27.097720691467796,93.61875251521744,21.3,41.3,41.1,1,Low
Itanagar,27.077374559257787,93.60411265097537,361.0,47.8,34.0,4,High
Itanagar,27.115846125123714,93.58728059963147,279.5,51.4,34.2,2,Moderate
Itanagar,27.088751590726858,93.59030303579235,5.6,58.9,33.7,4,Low
Itanagar,27.119750047915307,93.62097935302434,51.3,54.9,40.4,2,Moderate
Itanagar,27.067716303025346,93.55997895811701,35.5,33.7,49.9,5,Moderate
Itanagar,27.10623610678149,93.60389559276965,87.8,45.8,27.2,4,Moderate
Itanagar,27.051354014232757,93.58449667389557,13.4,54.4,37.3,6,Low
Itanagar,27.097282475357,93.60693977627649,245.3,65.0,43.9,3,High
Itanagar,27.0812431595792,93.59457836409759,19.2,52.2,40.8,3,Low
Itanagar,27.07855849396787,93.59722489265641,621.7,65.8,48.6,4,Severe
Itanagar,27.087086562005357,93.59233399345311,268.4,62.5,33.9,2,High
Itanagar,27.149202782972736,93.62320410470038,192.4,56.2,37.8,4,Moderate
Itanagar,27.09811715637217,93.56222538852417,180.1,72.0,41.5,3,Moderate
Itanagar,27.086285585872286,93.58457270231736,161.9,54.8,41.1,5,Moderate
Itanagar,27.103174472324763,93.58083722371181,56.6,83.6,32.4,4,Moderate
Tawang,27.567058796328514,91.84844008362518,155.0,50.7,50.5,3,Moderate
Tawang,27.588657915517498,91.8985321992517,104.0,75.5,26.0,5,Moderate
Tawang,27.607330318711618,91.82926931939619,215.3,69.2,43.2,5,High
Tawang,27.571610078173936,91.86246689535204,14.7,58.5,35.5,3,Low
Tawang,27.611816541435452,91.87072850055975,188.5,74.2,48.9,2,High
Tawang,27.61666660878105,91.86901037356216,9.2,65.6,52.3,6,Moderate
Tawang,27.5790738030758,91.87009087226912,504.5,72.7,42.7,4,Severe
Tawang,27.61687278590048,91.86580433155898,198.1,67.2,54.9,5,High
Tawang,27.583189474620422,91.87484629168881,280.7,67.1,30.9,1,High
Tawang,27.60002461949534,91.86395982327417,126.6,69.1,39.9,4,Moderate
Tawang,27.56852307843363,91.8806754796757,193.1,52.3,32.2,4,Moderate
Tawang,27.57066350656682,91.86360734227081,52.8,70.9,39.6,5,Moderate
Tawang,27.623272064383258,91.86009615081,334.9,56.2,29.7,2,High
Tawang,27.585568631803547,91.87306649023031,61.5,51.7,41.5,2,Moderate
Tawang,27.570439405807946,91.84198544456711,188.8,62.9,51.9,4,High
Tawang,27.55960725208416,91.82394842869276,206.3,70.9,29.4,5,Moderate
Tawang,27.559037494647107,91.85148799253508,91.8,86.0,40.0,2,Moderate
Tawang,27.612212637243765,91.85650318246527,484.6,54.2,49.0,2,Severe
Tawang,27.575691155864668,91.85185764252613,264.7,70.1,49.9,4,High
Tawang,27.623249240083226,91.83615868359487,249.1,50.3,30.3,0,High
Tawang,27.56735899816149,91.8376815494142,344.6,91.4,26.4,3,High
Tawang,27.593777464363292,91.87598647545165,96.0,62.3,52.2,5,Moderate
Tawang,27.593108833525854,91.85506953604927,72.3,60.0,51.5,4,Moderate
Tawang,27.595855766188354,91.8701482400564,53.6,55.3,45.7,2,Moderate
Tawang,27.57785234604951,91.87457888639517,195.4,50.8,34.5,3,Moderate
Tawang,27.588693073791305,91.86086673489555,150.6,53.5,38.6,5,Moderate
Tawang,27.564261712625736,91.85133424416178,241.0,62.2,43.4,2,High
Tawang,27.589616752578053,91.87779743031908,131.6,64.6,37.6,6,Moderate
Tawang,27.59462471409602,91.83558166988053,248.5,73.5,33.1,4,High
Tawang,27.608453725890328,91.82045315051718,200.2,56.8,38.5,2,High
Tawang,27.570173918937233,91.87321261139513,242.4,75.8,32.6,1,High
Tawang,27.5790135759646,91.86217664165434,45.9,93.4,37.0,6,Moderate
Tawang,27.587581887765,91.87321821914784,26.7,81.3,30.4,1,Moderate
Tawang,27.58259838869994,91.86003518913162,85.5,60.3,55.7,2,Moderate
Tawang,27.58119452180055,91.90231649850152,130.7,45.6,33.0,4,Low
Tawang,27.58293612917235,91.85204595347564,26.8,84.4,36.6,5,Moderate
Tawang,27.607869697521036,91.86655322733262,84.4,78.9,51.4,3,Moderate
Tawang,27.61125920974206,91.85891202865527,129.6,62.4,30.6,4,Moderate
Tawang,27.602085293964837,91.86173660348344,31.2,65.5,53.8,4,Moderate
Tawang,27.595985414960765,91.86982898798118,36.8,55.0,43.6,2,Moderate
Tawang,27.59656547205567,91.84636385243851,300.2,83.3,33.0,1,High
Tawang,27.581318379381564,91.83665934233704,91.7,50.1,53.1,1,Moderate
Tawang,27.533537336026153,91.82976838456896,60.3,72.4,34.4,4,Moderate
Tawang,27.603934573942805,91.87508292832706,34.5,58.0,55.9,4,Moderate
Tawang,27.56099931081497,91.88221717973403,55.9,60.2,36.5,5,Moderate
Tawang,27.602082255814626,91.84240558157045,41.5,57.1,42.2,3,Low
Tawang,27.593609389516963,91.85371419778893,82.7,40.6,49.2,3,Moderate
Tawang,27.612319915790813,91.86156028241959,210.2,54.9,38.6,3,Moderate
Tawang,27.567466937604433,91.83730547389804,55.4,72.0,51.0,3,Moderate
Tawang,27.57197959676798,91.8855080485253,197.7,78.3,39.2,4,High
Tawang,27.61990858592918,91.82225042434672,25.6,56.4,38.8,2,Moderate
Tawang,27.5698513992027,91.87097857297142,31.6,61.1,47.7,3,Moderate
Tawang,27.565434935532487,91.86500090685394,172.7,62.8,41.8,4,Moderate
Tawang,27.59898256004342,91.845095580964,3.7,46.9,53.8,5,Moderate
Tawang,27.582031447428374,91.86376777975087,114.3,64.2,50.1,7,High
Tawang,27.576504710713255,91.86257512101875,292.0,71.5,41.0,2,Severe
Tawang,27.577721162215173,91.85209634767412,270.0,51.7,33.5,1,High
Tawang,27.56234477084017,91.88879568517574,81.2,84.6,42.1,3,Moderate
Tawang,27.565998300642242,91.85044805618966,72.9,51.8,38.1,3,Moderate
Tawang,27.618807636654143,91.88192695064869,196.7,55.8,42.8,4,High
Tawang,27.589753030652957,91.86670788483849,108.9,74.7,41.2,3,Moderate
Tawang,27.594701198580463,91.8280371137316,119.6,52.4,40.1,2,Moderate
Tawang,27.588601063316244,91.85311170433266,172.4,57.0,38.4,3,Moderate
Tawang,27.567168159875127,91.8815246311772,25.1,52.3,55.6,3,Moderate
Tawang,27.56697940347298,91.86872891601679,143.5,73.4,49.9,3,High
Tawang,27.551318016451358,91.86153069934107,112.2,75.5,36.2,4,Moderate
Tawang,27.584205791342743,91.86255470415223,114.6,68.4,35.9,2,Moderate
Tawang,27.58487762613969,91.859722495758,155.3,65.9,34.1,3,Moderate
Tawang,27.58948228022737,91.84196795603685,137.5,56.7,27.0,3,Moderate
Tawang,27.60961658397484,91.8362075877692,75.3,77.5,50.3,4,Moderate
Tawang,27.59159509186771,91.82013421704322,100.5,60.5,41.5,5,Moderate
Tawang,27.554690036842512,91.86448631253107,172.8,64.6,49.3,7,Moderate
Tawang,27.593498991153457,91.86521135171176,67.7,85.7,34.2,2,Moderate
Tawang,27.567456221891366,91.84030763796099,208.3,100.0,33.0,5,High
Tawang,27.59574028561134,91.90068440269704,179.8,64.4,39.8,4,Moderate
Tawang,27.57331575700941,91.85875905011672,139.1,65.5,41.2,6,High
Tawang,27.58607576885264,91.86055728094853,126.6,85.6,34.7,6,High
Tawang,27.57194341423492,91.87015170614087,99.7,60.4,46.9,3,Moderate
Tawang,27.61935736403797,91.84212040301847,184.1,84.0,53.8,3,Moderate
Tawang,27.539378725732217,91.8500174068135,111.6,58.1,36.6,3,Moderate
Tawang,27.622577930920485,91.84204155074497,88.6,41.9,29.4,1,Moderate
Tawang,27.57743878797948,91.86526687083854,184.6,65.4,32.2,1,Moderate
Tawang,27.574598790528974,91.89682148964616,392.9,70.1,31.8,3,High
Tawang,27.568464505180614,91.8932665127148,58.6,65.6,38.8,7,Moderate
Tawang,27.592921049619093,91.81972006633706,126.3,67.3,38.9,6,Moderate
Tawang,27.574800012237713,91.842172738941,119.0,59.2,30.7,4,Moderate
Tawang,27.569602637021813,91.82987474911995,223.0,67.7,40.9,1,High
Tawang,27.59489654427453,91.8452489542941,388.7,65.8,35.9,2,High
Tawang,27.626745156810216,91.87084251435216,78.7,60.6,45.6,3,Moderate
Tawang,27.60916752110327,91.88077584642788,189.5,51.5,38.4,3,Moderate
Tawang,27.57155636198555,91.81875292471402,36.8,59.6,14.5,4,Low
Tawang,27.608909741000666,91.85439527668686,35.3,52.5,41.4,5,Moderate
Tawang,27.599950666278676,91.8327510330421,95.4,60.4,49.0,5,Moderate
